Type,St,Rest_Area,Rte,MP,Mun,Co,Lat,Long,Total_Spac,Truck_Spac,Hours,Limit,Comment,Rest_Stop
Public,PA,NHS Rest Stop or Truck Facility 23,I-81N,38.0,Penn,Cumberland,40.132711,-77.342433,71.0,23.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 23
Public,OH,Delaware I70 SB,I-71S,128.0,Berkshire,Delaware,40.133578,-82.554804,40.0,13.0,24hrs,,,Delaware I70 SB
Public,PA,NHS Rest Stop or Truck Facility 27,I-81S,38.0,Penn,Cumberland,40.147776,-77.316315,63.0,23.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 27
Public,IN,"Lebanon Rest Area Northbound (I-65, MM148)",I-65N,148.0,Thorntown,Boone,40.158319,-86.538261,50.0,21.0,24 hours,No overnight,,"Lebanon Rest Area Northbound (I-65, MM148)"
Public,PA,NHS Rest Stop or Truck Facility 50,I-76 W - PTC Mainline,202.5,Hopewell Twp,Cumberland,40.165888,-77.597128,184.0,40.0,24 Hours,No Maximum,,NHS Rest Stop or Truck Facility 50
Public,IN,"Lebanon Rest Area Southbound (I-65, MM149)",I-65S,149.0,Thorntown,Boone,40.171184,-86.552131,55.0,21.0,24 hours,No overnight,,"Lebanon Rest Area Southbound (I-65, MM149)"
Public,NJ,NJ Turnpike Woodrow Wilson Service Plaza,I-95N,58.7,Hamilton,Mercer,40.1792,-74.6299,178.0,42.0,24,n/a,,NJ Turnpike Woodrow Wilson Service Plaza
Public,NJ,NJ Turnpike Richard Stockton Service Plaza,I-95S,58.7,Hamilton,Mercer,40.1831,-74.6307,166.0,42.0,24,n/a,,NJ Turnpike Richard Stockton Service Plaza
Public,PA,NHS Rest Stop or Truck Facility 51,I-76 E - PTC Mainline,289.9,Brecknock Twp,Lancaster,40.202281,-76.015685,146.0,12.0,24 Hours,No Maximum,,NHS Rest Stop or Truck Facility 51
Public,PA,NHS Rest Stop or Truck Facility 61,I-76 E - PTC Mainline,219.1,West Pennsboro Twp,Cumberland,40.205216,-77.2877,152.0,38.0,24 Hours,No Maximum,,NHS Rest Stop or Truck Facility 61
Public,PA,NHS Rest Stop or Truck Facility 56,I-70 & I-76 W - PTC Mainline,77.6,Hempfield Twp,Westmoreland,40.20627,-79.566159,205.0,82.0,24 Hours,No Maximum,,NHS Rest Stop or Truck Facility 56
Public,PA,NHS Rest Stop or Truck Facility 55,I-76 W - PTC Mainline,258.8,Conewago & South Londonderry Twps,Dauphin & Lebanon,40.208311,-76.57426,107.0,15.0,24 Hours,No Maximum,,NHS Rest Stop or Truck Facility 55
Public,PA,NHS Rest Stop or Truck Facility 53,I-76 E - PTC Mainline,249.7,Lower Swatara Twp,Dauphin,40.209808,-76.743221,96.0,9.0,24 Hours,No Maximum,,NHS Rest Stop or Truck Facility 53
Public,OH,Harrison US250 WB,US250W,85.0,Uhrichsville,Harrison,40.213057,-81.130208,19.0,0.0,24hrs,,,Harrison US250 WB
Public,OH,Logan US33 WB,US33W,0.0,Bellefontaine,Logan,40.241865,-83.471929,34.0,10.0,24hrs,,,Logan US33 WB
Public,OH,Logan US33 EB,US33E,0.0,Bellefontaine,Logan,40.242017,-83.471294,34.0,10.0,24hrs,,,Logan US33 EB
Public,CO,Wiggins Rest Area,I-76,66.0,Wiggins,,40.245305,-104.054238,36.0,36.0,Any,,,Wiggins Rest Area
Public,PA,NHS Rest Stop or Truck Facility 31,I-95S,50.0,Lower Makefield,Bucks,40.252607,-74.867212,42.0,8.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 31
Public,CA,Honey Lake,US 395 S,0.0,Buntingville,Lassen,40.256625,-120.464521,20.0,6.0,24/7,8 hours/day,,Honey Lake
Public,CA,Herbert S. Miles Southbound,I-5S,0.0,Red Bluff,Tehama,40.26994,-122.270514,75.0,23.0,24/7,8 hours/day,,Herbert S. Miles Southbound
Public,IL,Farm Land EB,I-74EB,156.0,Farmer City,,40.273827,-88.675476,79.0,40.0,All hours,No established time,,Farm Land EB
Public,IL,Farm Land WB,I-74WB,156.0,Farmer City,,40.273827,-88.675476,79.0,40.0,All hours,No established time,,Farm Land WB
Public,CA,Herbert S. Miles Northbound,I-5 N,0.0,Red Bluff,Tehama,40.27436,-122.27078,45.0,14.0,24/7,8 hours/day,,Herbert S. Miles Northbound
Public,OH,Morrow I71 SB,I-71S,0.0,Marengo,Morrow,40.28517,-82.443342,18.0,18.0,24hrs,,,Morrow I71 SB
Public,OH,Morrow I71 NB,I-71N,0.0,Marengo,Morrow,40.285254,-82.443406,18.0,18.0,24hrs,,,Morrow I71 NB
Public,CA,Lake Almanor,Hwy 36,0.0,Chester,Plumas,40.302808,-121.162739,13.0,5.0,24/7,8 hours/day,,Lake Almanor
Public,OH,Marion US23 SB,US23S,0.0,Waldo,Marion,40.313711,-83.043272,36.0,10.0,24hrs,,,Marion US23 SB
Public,OH,Marion US23 NB,US23N,0.0,Waldo,Marion,40.314177,-83.042531,36.0,10.0,24hrs,,,Marion US23 NB
Public,NJ,NJ Turnpike Molly Pitcher Service Area,I-95,71.7,Cranbury,Middlesex,40.32106,-74.488199,584.0,89.0,24,,,NJ Turnpike Molly Pitcher Service Area
Public,PA,NHS Rest Stop or Truck Facility 7,I-79S,50.0,South Fayette,Allegheny,40.329324,-80.140886,116.0,20.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 7
Public,PA,NHS Rest Stop or Truck Facility 3,I-79N,50.0,South Fayette,Allegheny,40.331575,-80.137243,116.0,20.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 3
Public,OH,Auglaize US33 EB,US33E,0.0,Moulton,Auglaize,40.332496,-84.194677,51.0,20.0,24hrs,,,Auglaize US33 EB
Public,OH,Auglaize US33 WB,US33W,0.0,Moulton,Auglaize,40.333017,-84.193992,51.0,20.0,24hrs,,,Auglaize US33 WB
Public,IN,"Pipe Creek Rest Area Northbound (I-69N, MM251)",I-69N,251.0,,Delaware,40.353991,-85.556832,140.0,80.0,24 hours,No overnight,,"Pipe Creek Rest Area Northbound (I-69N, MM251)"
Public,OH,Auglaize I75 NB,I-75N,0.0,Wapakoneta,Auglaize,40.355487,-84.092722,85.0,21.0,24hrs,,,Auglaize I75 NB
Public,IN,"Pipe Creek Rest Area Southbound (I-69S, MM251)",I-69S,251.0,,Delaware,40.356683,-85.560694,140.0,80.0,24 hours,No overnight,,"Pipe Creek Rest Area Southbound (I-69S, MM251)"
Public,IL,Funks Grove SB,I-55SB,149.0,Mclean,,40.358783,-89.110171,63.0,20.0,All hours,No established time,,Funks Grove SB
Public,IL,Funks Grove NB,I-55NB,149.0,Mclean,,40.361667,-89.106002,63.0,20.0,All hours,No established time,,Funks Grove NB
Public,PA,NHS Rest Stop or Truck Facility 24,I-81N,79.0,East Hanover,Dauphin,40.373285,-76.67647,101.0,15.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 24
Public,PA,NHS Rest Stop or Truck Facility 28,I-81S,79.0,East Hanover,Dauphin,40.375259,-76.677129,101.0,15.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 28
Public,MO,Rockport SB Welcome Center (WC),I-29S,109.0,Rockport,Atchison,40.393729,-95.549667,103.0,42.0,all,no limit,,
Public,NJ,NJ Turnpike Joyce Kilmer Service Area,I-95,78.7,East Brunswick,Middlesex,40.416714,-74.443831,253.0,49.0,24,,,NJ Turnpike Joyce Kilmer Service Area
Public,OH,Richland US30 EB,US30E,0.0,Mansfield,Richland,40.464562,-82.25113,34.0,10.0,24hrs,,,Richland US30 EB
Public,OH,Richland US30 WB,US30W,0.0,Mansfield,Richland,40.465025,-82.251544,34.0,10.0,24hrs,,,Richland US30 WB
Public,OH,Wyandot US30 EB,US30E,0.0,Edenville,Wyandot,40.482378,-83.101735,101.0,40.0,24hrs,,,Wyandot US30 EB
Public,OH,Wyandot US30 WB,US30W,0.0,Edenville,Wyandot,40.483296,-83.103526,101.0,40.0,24hrs,,,Wyandot US30 WB
Public,OH,Allen US30 EB,US30E,0.0,Cairo,Allen,40.492471,-84.034376,42.0,10.0,24hrs,,,Allen US30 EB
Public,OH,Allen US30 WB,US30W,0.0,Cairo,Allen,40.493114,-84.034332,42.0,10.0,24hrs,,,Allen US30 WB
Public,CO,Hayden Rest Area,US40W,101.0,Hayden,,40.499309,-107.375157,4.0,4.0,Seasonal,,,Hayden Rest Area
Public,CA,Shingletown,HWY 44,0.0,Viola,Shasta,40.506017,-121.832963,4.0,1.0,24/7,8 hours/day,,Shingletown
Public,PA,NHS Rest Stop or Truck Facility 59,I-76 E - PTC Mainline,49.3,Plum Borough,Allegheny,40.521021,-79.814026,87.0,11.0,24 Hours,No Maximum,,NHS Rest Stop or Truck Facility 59
Public,MO,Eagleville SB (WC),I-35S,112.0,Eagleville,Harrison,40.521585,-93.961996,101.0,42.0,all,no limit,,
Public,OH,Wyandot US23 SB,US23S,0.0,Carey,Wyandot,40.525112,-83.200533,42.0,10.0,24hrs,,,Wyandot US23 SB
Public,OH,Van Wert US30 EB,US30E,8.0,Convoy,Van Wert,40.543216,-84.394262,42.0,10.0,24hrs,,,Van Wert US30 EB
Public,OH,Van Wert US30 WB,US30W,8.0,Convoy,Van Wert,40.543821,-84.393979,42.0,10.0,24hrs,,,Van Wert US30 WB
Public,IL,Main Line Station NB,I-57NB,268.0,Loda,,40.550871,-88.061045,55.0,25.0,All hours,No established time,,Main Line Station NB
Public,OH,Wyandot US23 NB,US23N,0.0,Carey,Wyandot,40.55198,-83.212484,42.0,10.0,24hrs,,,Wyandot US23 NB
Public,IL,WS I-74 WB Carlock,I-74,0.0,Carlock,,40.55579,-89.1029,0.0,0.0,All hours,No established time,,WS I-74 WB Carlock
Public,CO,Poudre Rest Area,I-25S,268.0,Fort Collins,,40.556435,-105.00113,25.0,25.0,,Any,,
Public,NJ,NJ Turnpike Grover Cleveland Service Area,I-95,92.9,Woodbridge,Middlesex,40.556981,-74.263189,196.0,51.0,24,,,NJ Turnpike Grover Cleveland Service Area
Public,IL,WS I-74,I-74,0.0,Carlock,,40.55742,-89.1074,0.0,0.0,All hours,No established time,,WS I-74
Public,NJ,NJ Turnpike Thomas Edison Service Area,I-95,92.9,Woodbridge,Middlesex,40.560003,-74.264556,200.0,53.0,24,,,NJ Turnpike Thomas Edison Service Area
Public,OH,Wayne I71 NB,I-71N,196.0,Pleasant Home,Wayne,40.561339,-82.061238,42.0,10.0,24hrs,,,Wayne I71 NB
Public,IL,Main Line Station SB,I-57SB,268.0,Buckley,,40.561343,-88.06147,55.0,25.0,All hours,No established time,,Main Line Station SB
Public,OH,Wayne I71 SB,I-71S,196.0,Pleasant Home,Wayne,40.562463,-82.060234,42.0,10.0,24hrs,,,Wayne I71 SB
Public,PA,NHS Rest Stop or Truck Facility 49,I-476 N & S - PTC NE Ext.,55.9,Upper & Lower Macungie Twp,Lehigh,40.57438,-75.557858,406.0,112.0,24 Hours,No Maximum,,NHS Rest Stop or Truck Facility 49
Public,OH,Hancock I75 NB,I-75N,153.0,Findlay,Hancock,40.590544,-83.424319,88.0,24.0,24hrs,,,Hancock I75 NB
Public,OH,Hancock I75 SB,I-75S,153.0,Findlay,Hancock,40.591161,-83.424926,88.0,24.0,24hrs,,,Hancock I75 SB
Public,OH,Auglaize I75 SB,I-75S,0.0,Wapakoneta,Auglaize,40.600055,-84.093056,85.0,21.0,24hrs,,,
Public,IL,Mackinaw Dells WB,I-74WB,114.0,Congerville,,40.611655,-89.232856,59.0,18.0,All hours,No established time,,Mackinaw Dells WB
Public,IL,Mackinaw Dells EB,I-74EB,114.0,Congerville,,40.611655,-89.232856,55.0,24.0,All hours,No established time,,Mackinaw Dells EB
Public,CO,Sterling Rest Area,I-76,125.0,Sterling,,40.620531,-103.179896,24.0,24.0,Any,,,Sterling Rest Area
Public,CA,Bogard,Hwy 44,0.0,Susanville,Lassen,40.62283,-121.13094,23.0,9.0,24/7,8 hours/day,,Bogard
Public,CA,Secret Valley,US 395,0.0,Ravendale,Lassen,40.64017,-120.25412,12.0,4.0,24/7,8 hours/day,,Secret Valley
Public,IA,NHS Rest Stop or Truck Facility 8,I-35N,7.0,Pleasanton,Decautr,40.65563,-93.853797,43.0,15.0,24/7,24,,NHS Rest Stop or Truck Facility 8
Public,IA,NHS Rest Stop or Truck Facility 12,I-35S,7.0,Pleasanton,Decatur,40.655858,-93.860117,43.0,15.0,24/7,24,,NHS Rest Stop or Truck Facility 12
Public,CA,Moon Lim Lee,Hwy 299,0.0,Weaverville,Trinity,40.66802,-122.94389,18.0,5.0,24/7,8 hours/day,,Moon Lim Lee
Public,NE,Kearney Rest Area Westbound,I-80W,270.94,Kearney,Buffalo,40.6707,-99.6718,33.0,7.0,24/7,10hrs,,Kearney Rest Area Westbound
Public,NE,Kearney Rest Area Eastbound,I-80E,269.0,Kearney,Buffalo,40.670776,-99.157312,33.0,7.0,24/7,10hrs,,Kearney Rest Area Eastbound
Public,PA,NHS Rest Stop or Truck Facility 48,I-78W,75.0,South Side,Northampton,40.675336,-75.200739,103.0,20.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 48
Public,NV,Beowawe West Rest Stop,I-80W,258.0,Shoshone,Eureka,40.67997,-116.473134,32.0,10.0,No time restriction,18 hours,,Beowawe West Rest Stop
Public,NV,Beowawe East Rest Stop,I-80E,258.0,Shoshone,Eureka,40.682082,-116.479126,32.0,10.0,No time restriction,18 hours,,Beowawe East Rest Stop
Public,IN,"Wolcott Rest Area Northbound (I-65N, MM195)",I-65N,195.0,Wolcott,White,40.699325,-87.062542,50.0,13.0,24 hours,No overnight,,"Wolcott Rest Area Northbound (I-65N, MM195)"
Public,UT,Jeremy Ranch (WB),I-80,146.0,N/A,,40.724714,-111.513864,0.0,10.0,No time limits,No time limits,,Jeremy Ranch (WB)
Public,UT,Rest Stop in UTAH,I-80E,10.0,Wendover,,40.73763,-113.856801,0.0,0.0,n/a,n/a,,Rest Stop in UTAH
Public,UT,Salt Flats (EB),I-80,10.0,N/A,,40.737875,-113.856994,0.0,11.0,No time limits,No time limits,,Salt Flats (EB)
Public,UT,Jeremy Ranch (EB),I-80,144.0,N/A,,40.74009,-111.559376,0.0,10.0,No time limits,No time limits,,Jeremy Ranch (EB)
Public,UT,Salt Flats (WB),I-80,10.0,N/A,,40.740246,-113.852009,0.0,12.0,No time limits,No time limits,,Salt Flats (WB)
Public,UT,Wendover (EB),I-80,3.0,Wendover,,40.744587,-113.990374,0.0,6.0,No time limits,No time limits,,Wendover (EB)
Public,UT,Wendover (WB),I-80,3.0,Wendover,,40.745557,-113.990017,0.0,6.0,No time limits,No time limits,,Wendover (WB)
Public,UT,Grassy Mountain (EB),I-80,54.0,N/A,,40.755343,-113.018307,0.0,14.0,No time limits,No time limits,,Grassy Mountain (EB)
Public,NJ,Harding Township (I-287 NB) Rest Area,I-287N,33.0,Harding,Morris,40.76126,-74.511959,82.0,23.0,24,,,Harding Township (I-287 NB) Rest Area
Public,UT,Delle City Station,I-80,70.0,Delle,,40.761742,-112.783099,0.0,50.0,No time limits,No time limits,,Delle City Station
Public,UT,Grassy Mountain (WB),I-80,55.0,N/A,,40.762357,-113.010375,0.0,14.0,No time limits,No time limits,,Grassy Mountain (WB)
Public,NJ,NJ Turnpike Alexander Hamilton Service Area,I-95,111.6,Secaucus,Hudson,40.769953,-74.065152,167.0,26.0,24,,,NJ Turnpike Alexander Hamilton Service Area
Public,IL,WS US 52/IL 24 Sheldon,US 52/IL 24,0.0,Sheldon,,40.7712,-87.5308,0.0,0.0,All hours,No established time,,WS US 52/IL 24 Sheldon
Public,NV,Valmy Rest Stop,I-80,216.0,Valmy,Humboldt,40.789124,-117.129605,50.0,28.0,No time restriction,18 hours,,Valmy Rest Stop
Public,NV,Cosgrave Rest Stop,I-80,158.0,Mill City,Pershing,40.789379,-117.995696,80.0,50.0,No time restriction,18 hours,,Cosgrave Rest Stop
Public,CA,O'brien Rest Area,I-5N,0.0,Obrien,Shasta,40.793304,-122.317791,23.0,9.0,24/7,8 hours/day,,O'brien Rest Area
Public,NE,Cozad Rest Area Westbound,I-80W,227.46,Cozad,Dawson,40.8115,-99.9008,35.0,7.0,24/7,10hrs,,Cozad Rest Area Westbound
Public,NE,Cozad Rest Area Eastbound,I-80E,226.73,Cozad,Dawson,40.815733,-99.91409,35.0,7.0,24/7,10hrs,,Cozad Rest Area Eastbound
Public,NE,York Rest Area Eastbound,I-80E,350.8,York,York,40.82074,-97.642582,33.0,7.0,24/7,10hrs,,York Rest Area Eastbound
Public,NE,Blue River Rest Area Eastbound,I-80E,381.0,Milford,Seward,40.821565,-97.061032,33.0,7.0,24/7,10hrs,,Blue River Rest Area Eastbound
Public,NE,Grand Island Rest Area Westbound,I-80W,316.52,Grand Island,Hall,40.8216,-98.2954,33.0,7.0,24/7,10hrs,,Grand Island Rest Area Westbound
Public,NE,York Rest Area  Westbound,I-80W,355.23,York,York,40.8226,-97.557,33.0,7.0,24/7,10hrs,,York Rest Area  Westbound
Public,NJ,NJ Turnpike Vince Lombardi Service Area,I-95 NB/SB,115.9,Ridgefield,Bergen,40.822703,-74.029722,463.0,245.0,24,,,NJ Turnpike Vince Lombardi Service Area
Public,NE,Grand Island Rest Area Eastbound,I-80E,314.93,Grand Island,Hall,40.823348,-98.326626,33.0,7.0,24/7,10hrs,,Grand Island Rest Area Eastbound
Public,IL,Limestone NB,I-55NB,194.0,Rugby,,40.82429,-88.689058,77.0,36.0,All hours,No established time,,Limestone NB
Public,IL,Limestone SB,I-55SB,194.0,Rugby,,40.835681,-88.682661,66.0,29.0,All hours,No established time,,Limestone SB
Public,CA,Hillcrest,Hwy 299,0.0,Montgomery Creek,Shasta,40.86488,-121.89173,16.0,4.0,24/7,8 hours/day,,Hillcrest
Public,IL,Spoon River EB,I-74EB,62.0,Williamsfield,,40.880167,-90.093003,30.0,13.0,All hours,No established time,,Spoon River EB
Public,IL,Spoon River WB,I-74WB,62.0,Williamsfield,,40.880927,-90.089306,30.0,13.0,All hours,No established time,,Spoon River WB
Public,CA,Francis B. Mathews,Hwy 299,0.0,Salyer,Trinity,40.883325,-123.547652,16.0,5.0,24/7,8 hours/day,,Francis B. Mathews
Public,NJ,Roxbury (I-80 WB) Truck Parking Area,I-80W,32.0,Roxbury,Morris,40.906122,-74.606887,48.0,12.0,24,,,Roxbury (I-80 WB) Truck Parking Area
Public,CA,Lakehead Rest Area,I-5S,0.0,Lakehead,Shasta,40.917495,-122.398353,62.0,18.0,24/7,8 hours/day,,Lakehead Rest Area
Public,NJ,Allamuchy (I-80 EB) Parking Area,I-80 EB,21.5,Allamuchy,Warren,40.924186,-74.789509,37.0,12.0,24,,,Allamuchy (I-80 EB) Parking Area
Public,NJ,Knowlton (I-80 EB) Rest Area & Welcome Center,I-80 EB,7.2,Knowlton,Warren,40.926985,-75.039847,89.0,24.0,24,,,Knowlton (I-80 EB) Rest Area & Welcome Center
Public,NJ,Allamuchy (I-80 WB) Parking Area,I-80 WB,21.5,Allamuchy,Warren,40.926985,-75.039847,37.0,12.0,24,,,Allamuchy (I-80 WB) Parking Area
Public,PA,NHS Rest Stop or Truck Facility 52,I-476 N & S - PTC NE Ext.,86.1,Penn Forest Twp,Carbon,40.970347,-75.631341,405.0,107.0,24 Hours,No Maximum,,NHS Rest Stop or Truck Facility 52
Public,UT,Echo Reservoir(WB),I-80,166.0,N/A,,40.989335,-111.405879,0.0,3.0,No time limits,No time limits,,Echo Reservoir(WB)
Public,UT,Echo Canyon (WB),I-80,169.0,Echo,,40.989335,-111.405879,0.0,21.0,No time limits,No time limits,,Echo Canyon (WB)
Public,UT,Echo Reservoir (EB),I-80,165.0,N/A,,40.989673,-111.402778,0.0,3.0,No time limits,No time limits,,Echo Reservoir (EB)
Public,UT,Echo Canyon (EB),I-80,169.0,Echo,,40.989711,-111.402793,0.0,5.0,No time limits,No time limits,,Echo Canyon (EB)
Public,PA,NHS Rest Stop or Truck Facility 42,I-80W,310.0,Smithfield,Monroe,40.990453,-75.141668,65.0,9.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 42
Public,PA,NHS Rest Stop or Truck Facility 21,I-80W,220.0,Liberty,Montour,40.990637,-76.726123,71.0,27.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 21
Public,PA,NHS Rest Stop or Truck Facility 14,I-80E,219.0,Liberty,Montour,40.99148,-76.739166,76.0,26.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 14
Public,NE,Platte River Rest Area Eastbound,I-80E,425.0,,Cass,41.003691,-96.31923,60.0,16.0,24/7,10hrs,,Platte River Rest Area Eastbound
Public,UT,Kaysville (SB),I-15,326.0,Kaysville,,41.008152,-111.935367,0.0,10.0,No time limits,No time limits,,Kaysville (SB)
Public,PA,NHS Rest Stop or Truck Facility 15,I-80E,246.0,Mifflin,Columia,41.008396,-76.252001,118.0,28.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 15
Public,UT,Kaysville (NB),I-15,326.0,Kaysville,,41.008864,-111.93356,0.0,10.0,No time limits,No time limits,,Kaysville (NB)
Public,PA,NHS Rest Stop or Truck Facility 22,I-80W,246.0,Mifflin,Columia,41.010038,-76.248583,118.0,28.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 22
Public,IA,NHS Rest Stop or Truck Facility 9,I-35N,33.0,Osceola,Clarke,41.013745,-93.794628,48.0,11.0,24/7,24,,NHS Rest Stop or Truck Facility 9
Public,IA,NHS Rest Stop or Truck Facility 13,I-35S,33.0,Osceola,Clarke,41.01411,-93.797342,50.0,11.0,24/7,24,,NHS Rest Stop or Truck Facility 13
Public,PA,NHS Rest Stop or Truck Facility 12,I-80E,146.0,Snow Shoe,Centre,41.014873,-77.956197,86.0,20.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 12
Public,NV,Button Point Rest Stop,I-80,187.0,Golconda,Humboldt,41.016724,-117.573688,64.0,13.0,No time restriction,18 hours,,Button Point Rest Stop
Public,PA,NHS Rest Stop or Truck Facility 19,I-80W,146.0,Snow Shoe,Centre,41.019784,-77.953448,86.0,20.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 19
Public,NE,Brady Rest Area Westbound,I-80W,194.0,Brady,Lincoln,41.029927,-100.456385,66.0,22.0,24/7,10hrs,,Brady Rest Area Westbound
Public,NE,Brady Rest Area Eastbound,I-80E,194.35,Brady,Lincoln,41.03,-100.457,75.0,18.0,24/7,10hrs,,Brady Rest Area Eastbound
Public,NE,Interch. 101 EB & WB Truck Parking no services,I-80E/W,101.0,US138 Interch.,Deuel,41.0303,-102.1854,60.0,60.0,24/7,no time limit,,Interch. 101 EB & WB Truck Parking no services
Public,PA,NHS Rest Stop or Truck Facility 13,I-80E,194.0,Greene,Clinton,41.049657,-77.152447,93.0,10.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 13
Public,PA,NHS Rest Stop or Truck Facility 20,I-80W,194.0,Greene,Clinton,41.052689,-77.158763,101.0,16.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 20
Public,OH,Huron SR13 NB,Hwy2N,0.0,Fitchville,Huron,41.053843,-82.291728,10.0,0.0,24hrs,,,Huron SR13 NB
Public,PA,NHS Rest Stop or Truck Facility 16,I-80E,270.0,Foster,Luzerne,41.056038,-75.822488,40.0,6.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 16
Public,OH,Portage I76 EB,I-76E,0.0,Diamond,Portage,41.061551,-81.064726,44.0,10.0,24hrs,,,Portage I76 EB
Public,OH,Portage I76 WB,I-76W,0.0,Diamond,Portage,41.062081,-81.064799,44.0,10.0,24hrs,,,Portage I76 WB
Public,PA,NHS Rest Stop or Truck Facility 17,I-80E,295.0,Pocono,Monroe,41.064669,-75.360429,80.0,18.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 17
Public,CT,CT Service Plaza- Darien SB,I-95S,10.0,Darien,Fairfield,41.068057,-73.504342,185.0,70.0,24 hours,N/A,,CT Service Plaza- Darien SB
Public,PA,NHS Rest Stop or Truck Facility 4,I-79N,107.0,Plain Grove,Lawrence,41.070488,-80.124305,95.0,20.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 4
Public,NV,Pequop Rest Stop EB,I-80E,373.0,Oasis,Elko,41.0772,-114.569,12.0,11.0,No time restriction,18 hours,,Pequop Rest Stop EB
Public,NV,Pequop Rest Stop WB,I-80W,373.0,Oasis,Elko,41.0785,-114.5693,11.0,11.0,No time restriction,18 hours,,Pequop Rest Stop WB
Public,CT,CT Service Plaza-Darien NB,I-95N,12.0,Darien,Fairfield,41.080465,-73.461237,120.0,20.0,24 hours,N/A,,CT Service Plaza-Darien NB
Public,UT,Echo,I-80,180.0,Emory,,41.081255,-111.246101,0.0,8.0,No time limits,No time limits,,Echo
Public,CA,Trinidad Southbound,US101S,0.0,Miranda,Humboldt,41.09215,-124.15018,26.0,8.0,24/7,8 hours/day,,Trinidad Southbound
Public,WY,Warren Interchange Truck Parking Area,I-80,345.0,,Laramie,41.098889,-105.115556,41.0,41.0,,,,
Public,PA,NHS Rest Stop or Truck Facility 8,I-79S,110.0,Plain Grove,Lawrence,41.101688,-80.143861,101.0,20.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 8
Public,PA,NHS Rest Stop or Truck Facility 25,I-81N,156.0,Dorrance,Luzerne,41.10217,-75.960891,64.0,15.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 25
Public,NE,Ogallala Rest Area Eastbound,I-80E,124.66,Ogallala,Keith,41.107922,-101.757848,42.0,7.0,24/7,10hrs,,Ogallala Rest Area Eastbound
Public,NE,Sidney Rest Area Westbound,I-80W,61.37,Sidney,Cheyenne,41.1137,-102.9247,35.0,7.0,24/7,10hrs,,Sidney Rest Area Westbound
Public,OH,Summit I77 NB,I-77N,141.0,Bath,Summit,41.114098,-81.372812,42.0,10.0,24hrs,,,Summit I77 NB
Public,OH,Summit I77 SB,I-77S,141.0,Bath,Summit,41.114404,-81.333702,42.0,10.0,24hrs,,,Summit I77 SB
Public,NE,Ogallala Rest Area Westbound,I-80W,132.55,Ogallala,Keith,41.1198,-101.6038,33.0,7.0,24/7,10hrs,,Ogallala Rest Area Westbound
Public,OH,Summit 271 NB,I-271N,8.0,Richfield Heights,Summit,41.12287,-81.400558,42.0,10.0,24hrs,,,Summit 271 NB
Public,OH,Medina I71 SB,I-71S,224.0,Weymouth,Medina,41.123655,-81.474386,42.0,10.0,24hrs,,,Medina I71 SB
Public,OH,Summit 271 SB,I-271S,8.0,Richfield Heights,Summit,41.123741,-81.400371,42.0,10.0,24hrs,,,Summit 271 SB
Public,CA,Trinidad Northbound,US101N,0.0,Miranda,Humboldt,41.12515,-124.15081,27.0,7.0,24/7,8 hours/day,,Trinidad Northbound
Public,PA,NHS Rest Stop or Truck Facility 29,I-81S,157.0,Rice,Luzerne,41.130807,-75.963774,64.0,15.0,24 Hours,2 Hours,,NHS Rest Stop or Truck Facility 29
Public,OH,Medina I71 NB,I-71N,225.0,Weymouth,Medina,41.132173,-81.473444,42.0,10.0,24hrs,,,Medina I71 NB
Public,UT,Mountain Green (WB),I-84,94.0,Mountain Green,,41.137905,-111.79689,0.0,6.0,No time limits,No time limits,,Mountain Green (WB)
Public,UT,Weber Canyon (EB),I-84,91.0,Mountain Green,,41.139148,-111.847806,0.0,6.0,No time limits,No time limits,,Weber Canyon (EB)
Public,NE,Sutherland Rest Area Eastbound,I-80E,159.6,Sutherland,Lincoln,41.139845,-101.097217,33.0,7.0,24/7,10hrs,,Sutherland Rest Area Eastbound
